target_word,sentence_1_id,sentence_1,sentence_2_id,sentence_2,era_group,[Bewertung]
bergwerk,1656803,"Ein anderer , als er in dem Bergwerke zu Wingresworth in die Grube faͤhret , wo dergleichen Dampf war , einiges von ſeinem Geraͤthe mit einem Lichte in der Hand herauf zu holen , fande ſich ploͤtzlich mit Flammen umgeben , ſo daß ſein Angeſicht , Haͤnde , Haare und Kleider gar ſehr verbrannt worden .",2594428,"Heinrich II. erweiterte die Rechte der Bergleute durch Verordnung vom 30. September 1548 dahin , daſs ihnen gestattet sein solle , Land und Wasser , soviel zu dem Bergwerk erforderlich sein sollte , in Besitz zu nehmen gegen entsprechende Entschädigung an den Grundbesitzer .",Cross-Era,2
trauerspiel,5724417,„ Ein Frommer mag in dem Haupttheil des Trauerſpiels noch ſo viele Widerwaͤrtigkeiten und Ungluͤcksfaͤlle auszuſtehen haben :,5503448,"Man findet in der That in den Trauerſpielen des leztern unterſchiedliche vortreffliche Oerter , und unter denen einige , welche es in Ausdruͤckung einer Sache den beſten alten Poeten gleich thun .",Early-Early,4
kreuzzug,3171574,"Inzwiſchen kan man nicht gaͤnzlich abredig ſeyn , daß die ehemals uͤbliche kreuzzuͤge , die in Teutſchlande gefuͤrte ſchwere krige , auch jeweilen ſich geaͤuſſerte peſt , das zureden der geiſtlichen ( § 394 ) , und andre gelegenheiten , bei den bauern-guͤtern verſchidene abaͤnderungen verurſachet haben .",4218801,"Der Orden des heiligen Lazari iſt geiſtlich , entſtand in den Creuzzuͤgen , und ſetzte ſich 1137 . in Frankreich .",Early-Early,4
eifersucht,3535302,"Dieſe Zeitung , nebſt der Eyfferſucht , Zorn und Rache verwandelten ſeine Fuͤſſe in Adlers Fluͤgel ; Und weil er mit Gewalt ploͤtzlich zur Thuͤr hinein brach , fande er ſie mit einander in eben derſelben Poſitur , in welcher er ſich kurtz zuvor mit ſeines Conſorten Weibe befunden hatte .",5699509,"Nicht unwahrscheinlich ist es , daſs schon zu Cäsars Zeit die Strafen im Heere unter religiösem Gesichtspunkt vollstreckt wurden und zur Zeit des Tacitus die Eifersucht der principes eine Beschränkung der Herzogsgewalt insofern herbeiführte , als die Priester nicht mehr als bloſse Vollzugsorgane derselben fungierten .",Cross-Era,3
rehbock,968749,"Bock , nennet man das Maͤnnlein eines Rehes , als nemlich einen Reh-Bock .",4855994,"Die Venus ſoll ins beſondere bey den wolluͤſtigen , freundlichen und ſanfftmuͤthigen Thieren wuͤrcken , als bey den Ziegen , Caninichen , Gemſen , Phaſianen , Schwanen , Rebhuͤnern , Tauben und Turtel-Tauben ; und bey den Gewaͤchſen bey dem Frantzoſen-Holtze , Glaß-Kirſchen , Pimpernuͤßlein , Suͤß- Aepfel , Baum-Campher , Hyacinthen , Narciſſen , Tulipanen , Lilien , Liebſtoͤckel , Stendel-Wurtzel , See-Blumen , u. ſ. w. Der Jupiter gehoͤrt der Aſtrologorum Einbildung nach vor die Elephanten , Ochſen , Hirſche , Reh-Boͤcke , Gemſen , Schafe , Adler , Pfauen , Stoͤrche , Falcken , Elſtern , Tauben , Turtel-Tauben und Lerchen , item vor allerhand andere Thiere , welche dem Menſchen zu vielfaͤltigen Gebrauch und Nutzen dienen ; und bey den Gewaͤchſen vor die Lorber-Baͤume , Oehl-Baͤume , Dattel- Baͤume , Myrten-Baͤume , Kirſch- Baͤume , Aepfel-Baͤume , Mußcateller- Birnen , Nelcken , Mandel-Baͤume , Garten-Kreſſe , Buchsbaum , Ochſen-Zunge , Borretſch , Baſilien , Gerſte , Weitzen , Galgant .",Early-Early,4
hausstand,2926636,"Dahero begab er ſich auch , nicht nur in ſeiner Kunſt ſich geſchickter zu machen , ſondern auch ſein Gluͤck in fernen Landen zu ſuchen , von da weg , und gieng nach Halle , Jena , Gieſſen , Marpurg , Franckfurth , Nuͤrnberg , Wien und Prag in Condition , von wannen er noch in unterſchiedenen Koͤniglichen Chur-und Fuͤrſtlichen Hof- und Cantzley-Buchdruckereyen auch in denen beruͤhmteſten Handelsſtaͤdten theils gearbeitet , theils ſelbige beſehen , bis er endlich im Sept. 1727 . nach Tuͤbingen gekommen , allwo er ſich den 13. April 1728 . in den Eheſtand begeben mit Jungfer Maria Sara Reiſin , Herrn Johann Conrad Reiß , ſeel. geweſenen Buchdrucker und Civ. Acad. juͤngſten Jungfer Tochter , mit welcher er diejenige Buchdruckerey erheyrathet , welche uͤber 200. Jahr auf dieſer Familie von Zeit zu Zeit bis hieher geblieben iſt , und nun Gottlob zwar in einem geſeegneten Haußſtand , doch aber ohne Kinder lebet .",3419516,"Die Verwaltung des Hausſtandes bleibet freilich die Hauptpflicht und Beſchaͤftigung unſeres Geſchlechtes : ſolche zu verſaͤumen , oder auch nur nachlaͤſſig zu beobachten , iſt demſelben allemal eine groͤſſere Unehre , als alle Scharfſinnigkeit und Gelehrſamkeit erſetzen kann .",Early-Early,4
murmeltier,4172694,"Mus alpinus , montanus , auch Murmentum , das Murmelthier , iſt wie eine groſſe Maus und klein Caninchen anzuſehen , haͤlt ſich auf den Alpen-Gebuͤrgen auf .",4502279,"Hamſter und Murmelthier erſcheinen , wie zwar auch ſpäter noch , unter dem Namen Maus ; doch unterſcheidet er zwiſchen Maus und Spitzmaus nach der Verſchiedenheit des Gebiſſes , von dem er eine freilich ziemlich rohe Abbildung gibt .",Cross-Era,2
mauerwerk,961048,"Die Groͤſſe und Umbfang des Thier-Gartens ſtehet in der Herrſchafft Belieben nach Gutbefinden zu ordnen , und werden zur Vermachung umbher an theils Orten Mauren , Schal-Waͤnde , oder Stangen-Zaͤune gemachet , das Wild darinnen zu verwahren ; Weil aber ſolches mit der Zeit wandelbar wird , das Mauerwerck einſincket und durch Waſſer erweichet , die Saͤulen der Schal- Waͤnde und Stangen-Zaͤune von der Erde ſtocken und faulen , auch wohl oͤffters durch den Wind umbgeworffen werden ; So rathe ich hierzu auswendig herumb einen lebendigen Zaun von jungen Buchen und darzwiſchen Dornen des Fruͤhlings anzulegen , in groſſer Som̃er-Hitze fleißig zu begieſſen und bey Anwachſung derſelben vor das Vieh mit Stangen verwahren zu laſſen ; Ein ſolcher Zaun kan leichtlich , wenn er wohl unterhalten wird , in fuͤnff oder ſechs Jahren vollkommen erwachſen und ſich ſehr dichte in einander flechten ; Es ſiehet ein ſolcher Zaun ſehr anſehnlich , und die Nachtigallen hecken gerne darinnen , und wann mit der Zeit die Wand oder der Zaun umbfiele , ſo waͤre die lebendige Hecke ſchon da , das Wild zu verwahren .",2637367,Man miſchet im Bauen den Sand unter den Kalck vermittelſt des Waſſers umb eine Speiſe zu bereiten / dadurch man die Ziegel und Steine im Mauerwercke mit einander verbinden kan .,Early-Early,4
sonnenstrahl,4854089,"Die Donner-Wetter und Blitze entſtehen in den Wolcken , wenn die heiſſen Sonnenſtrahlen die ſchweflichten und ſalpetriſchen Ausduͤnſtungen aus der Erde herausziehen , die , wenn ſie von den Winden zuſammen getrieben werden , und durch eine ſehr ſchnelle und hefftige Bewegung ſich aneinander reiben und erhitzen , einen feurigen Schein von ſich geben .",5062926,"Gleich Paläſten und Domen , in zierlichen Formen und lichten Farben , ſtiegen die Gebäude wie ſpielend in die klare Luft , überall auf ihren Dächern die Sonnenſtrahlen ſammelnd , um ihre Kraft zu verwerten .",Cross-Era,2
feldzug,5468949,"Joh. Meſſenius Scondiæ tom. XII p. 113 iſt auch nicht in Abrede , daß er in Erzaͤhlung dieſes Krieges , des Balthaſar Ruſſovens Lieflaͤndiſche Chronik | gebraucht habe , „ weil , wie Meſſenius Worte ſelbſt lauten ; „ keiner unſerer Chronikſchreiber dieſen Feldzug des Johannis bisher in einer deutlichen Erzaͤhlung bekant gemacht . „",1102116,Sie haben den Feldzug zuſammen mitgemacht .,Cross-Era,2
heerführer,663891,"Den Zaum habt ihr euch bereits anlegen laſſen , indem ihr den Phalaris zu eurem Heerführer mit unumſchränkter Gewalt , ernannt .",2871741,"Ebenſo ſchlicht , verſtändig und pflichtgetreu , nur ungleich heiterer , entſchloſſener , friſcher als ſein Vater , war der ritterliche junge Prinz jetzt ſchon die Hoffnung der Armee , ein geborener Heerführer , ſtreng und gütig zugleich , wie es dem Soldatenherzen wohlthut ; Offiziere und Mannſchaften gingen für ihn durchs Feuer .",Cross-Era,2
mauerwerk,4862416,"Die Stein-Eule iſt der Horn-Eule in allen gleich , auſſer , daß dieſelbe nicht wie jene ſich in hohlen Baͤumen aufhaͤlt , ſondern lieber das alte Mauerwerck zu ihrer Wohnung aufſucht .",4568223,"Bei dem Frauentempel in Chicago waren die Hauptumrisse noch aus Mauerwerk hergestellt , während das Savoy-Hotel in New York ganz auf Stahlsäulen , die nur mit Steinen umkleidet waren , stand .",Cross-Era,2
trauerspiel,3509198,"So iſt auch die Fabel vom Oedipus , dem beruͤhmteſten Trauerſpiele ſo bey den Alten gemacht worden , beſchaffen .",3861498,"Welch' einen Kontraſt bildete dieſer behäbige , wohlgenährte Intendant , der wie ein gutmüthiger Landedelmann ausſah , zu unſerm fein ritterlichen Karlsruher Intendanten , dem Dichter von » Alhambra « , » Löwe von Kurdiſtan « und dem Trauerſpiel » Viola « :",Cross-Era,2
rechtsstreit,3173250,"Was fuͤr ein rechtsſtreit zwiſchen Kur-Mainz und Hanau im anfange des vorigen jar-hunderts wegen des markt-ſchiffes entſtanden ; ſolches iſt teils beim Thomas Merkelbach t. I der conſiliorum , Caſpar Klock ſ .",3208990,"Jn ſachen des profeſſors Orts zu Giſen , wider den damaligen profeſſor der arzenei-kunde Valentini , entſtand ein rechtsſtreit .",Early-Early,4
sonnenblume,37355,"Nach Unterſuchungen von van Tieghem ( Bot. Zeitung 1873. S. 520 ) liefern der Länge nach in zwei Hälften oder in vier Theile geſchnittene Embryonen von Mais , Sonnenblumen , mit Vernarbung der Schnittflächen 2 oder 4 Pflanzen .",4923247,"Mauerwerk jeglicher Art , Schuppen , Zäune zogen in buntem Wechſel vorüber , aber in Front aller dieſer der Alltäglichkeit und der Arbeit dienenden Dinge zeigte ſich immer wieder ein Stück Gartenland , darin ein paar verſpätete Malven oder Sonnenblumen blühten .",Late-Late,4
sonnenschein,4409674,"Vor die Laͤuſe giebt man ihnen Melonen-Kerne , und beſpritzet ſie woͤchentlich 2 oder 3 mal mit Wein , und zwar bey gutem Sonnenſchein , damit ſie ſich bald wieder moͤgen abtrocknen koͤnnen .",4962274,"Geiſtes , und Sonnenſchein der Liebe des Vaters und JEſu Chriſti in mich hinein ſaugen , damit ich ſtatt des vorigen bittern , meinem Heyland ſeinen Mund mit edlen Fruͤchten verſuͤſſe , Hohel. 4 , 17. ja ſelber eine Frucht werde , die nicht mehr Wuͤrme , Faͤulniß , was herbes , ſteinichtes , oder deß etwas habe . ‟",Early-Early,4
bergwerk,3174329,"Die waſſer , fiſch- und krebs-baͤche , bergwerke , bruͤcken , ſtege , ſeen , und teiche , auch die gerechtigkeiten , welche etwa andre mit holzung , triften , fiſchereien u. ſ. w. hergebracht haben , die forſthaͤuſer , die laſten ꝛc. verzeichnet ſind .",2677904,"Sie iſt ſehr fruchtbar an Getreyde und Wieſewachs , auch ſeynd ihre Bergwercke beruͤhmt .",Early-Early,4
sonnenlicht,1503048,"Wir aber treten jetzt ebenfalls in’s Freie hinaus und athmen auf im Sonnenlicht und in dem Wieſendufte , den eine Luftwelle herüber trägt .",2059010,Dabei wurde das Sonnenlicht von dem hellen Sand grell reflektiert und das Wasser blitzte unerträglich .,Late-Late,4
rehbock,4407080,"Sagt man vom Hirſchen oder Rehbock , wenn ſie die rauhe Haut von ihren Gehoͤrnen , wenn dieſelbe wieder vereckt ſind , an den Baͤumen abſchlagen und reinigen .",4409287,"Die Brunfft-Zeit des Hirſchen gehet um Egidii , des Rehe-Bocks um Weynachten , bald vor , bald darnach , und des wilden Schweines mehrentheils um Andreaͤ an , davon bey der Beſchreibung ieglichen Thieres umſtaͤndlicher gehandelt worden .",Early-Early,4
sonnenstrahl,830062,Wie in Danaes Schoß rinnen die Sonnenſtrahlen auf die unfruchtbare Erde herab .,2401023,"Da endlich , nahe dem nördlichen Abhange , leuchtete er ihr entgegen , unter den heutigen ſcharfen Sonnenſtrahlen aufgethaut .",Late-Late,2
murmeltier,2399133,"Es drückte eine ſchwüle Stille , nur das niedrige Geflatter der Steinlerche regte ſich zwiſchen den nackten Blöcken und von Zeit zu Zeit durchdrang der ſcharfe Pfiff eines Murmelthiers die Einöde .",5991039,"So sind z. B. das Murmelthier ( Aretomys marmota ) und der Zisel ( Spermophilus Citillus ) sehr nah verwandte Nager ; sie zeigen in ihrem anatomischen Bauej insbesondere im Baue der Zähne , die grösste Uebereinstimmung .",Late-Late,3
mauerwerk,4901796,"§. 54. Bißweilen werden auch Eremitagen vorgeſtellet , die als Cabinetter , und nach Art der Einoͤden , wie verfallen , von Holtz- und Mauerwerck aufgefuͤhret werden .",1396837,Aus diesem Rohre c gelangen die Gase durch die Rohrstutzen d d und die im Mauerwerke angebrachten senkrechten Kanäle e e in die Einströmungskanäle f f . . und von hier in den Ofen .,Cross-Era,2
brunnenwasser,2764222,"Zunächſt iſt zu unterſcheiden zwiſchen dem Waſſer , welches uns die Erde bietet ( Flußwaſſer , Quellwaſſer , Brunnenwaſſer ) , und dem , welches aus der Luft kommt ( Regenwaſſer ) .",2596535,Man kann wohl auch die Federn in dem Wasser der Schmiede oder eines Flusses oder auch in Quell- und Brunnenwasser ablöschen .,Late-Late,4
stückwerk,2856976,"es redet durch sie das fühlen und denken eines ganzen volkes , und die zeit , wo sie blüht , ist ihres volkes blüte . die ganze geschichtliche entwickelung der Hellenen strebt auf diese zeit zu , die ganze entwickelung der hellenischen poesie strebt auf die tragödie zu . somit ist sie nicht nur ein geschichtliches object von ganz einziger bedeutung , sondern es wird auch jede theoretische untersuchung nicht bloſs der dramatischen sondern überhaupt aller poesie jämmerliches stückwerk sein , wenn sie nicht die attische tragödie verstanden hat . das kann sie nicht aus sich , würde sie selbst beim besten willen nicht können . die philologie aber verwirkt das recht , kenntnislose hoffart und flache geistreichigkeit zurückzuweisen , wenn sie nicht ihre pflicht erfüllt und das rechte , das geschichtliche verständnis der philosophischen betrachtung übermittelt , auf daſs diese dann in voller freiheit damit schalte . weil er ( wie zu unterschiedlichen anderen schätzen ) zur attischen tragödie allein die schlüssel führt , werden poesie und philosophie in alle ewigkeit des philologen nicht entraten können .",4499368,"Doch ſteht ſo viel feſt , daß er auch in dieſer Hinſicht den Spätern vorangieng und ein Hülfsmittel der Verdeutlichung einführte , welches in der neueſten Zeit häufig über alle Gebühr ausgedehnt benutzt der ohnehin ſchon durch unzuſammenhängendes Stückwerk ſchwerfälligen Litteratur einen weiteren Ballaſt anhängt .",Late-Late,2
feldzug,3627774,"Weil aber Kantemir , der damalige Fuͤrſt des Landes , in den vorigen Feldzuͤgen erfahren hatte , wie beſchwerliche Gaͤſte die Polen ſeyen :",6108463,Sein einziger Sohn Rudolph fiel auf dem Felde der Ehre für König und Vaterland im Feldzuge 1870 bei St. Privat .,Cross-Era,2
sündenfall,3510496,Canitz beſchreibt die Reizungen der boͤſen Luͤſte unter dem Bilde des erſten Suͤndenfalles :,2585351,— Sündenfall .,Cross-Era,4
salzwasser,4615028,"Das Salzwasser selbst zu erreichen , war mir nur an einer Stelle möglich , wo ein Weg zwischen dem bodenlosen Schlamm zu einem kleinen Hause und Nachen an der Ostseite des Sees führt ; hier ist ein Streif weichen Sandbodens : von Phanerogamen war nur eine niedrige Portulacee mit rosenrothen Blumen und etwas fleischigen Blättern , Sesuvium L. , von Thieren nichts zu sehen , der Kescher brachte unter vielen Holzstückchen und schwarzem Schlamm nur todte Schalen einer kleinen Schnecke aus der Gattung Hydrobia hervor .",2995420,"Der Japaner unterscheidet Yasai-mono oder Yasai , Gemüse , Tsuke-mono , in Salzwasser oder Essig eingemachte Würzen , sogenannte Pickles , und Yakumi oder eigentliche Gewürze , eine Eintheilung , die jedoch kaum scharf durchzuführen ist , da oft dasselbe Produkt , je nach seiner Zubereitung und Anwendung , als Gemüse oder Würze erscheint , wie z. B. die Zwiebel .",Late-Late,2
tagewerk,3397377,"Hier ſind der Felder Tagewerke Vergnuͤgten Leuten eine Luſt , Die Fruchtbarkeit zeigt ihre Staͤrke Zweymahl , im Fruͤhling und Auguſt , Warum ? der Landmann ſaͤt bey Millionen Freuden , Jn Hoffnung , daß ſein Herzog lebt , Wobey ihm ſchon das Herze bebt , Mit was fuͤr Jauchzen er wird ſchneiden .",2399765,"Das Strafgericht von Thuſis , das er für eine blutige Nothwendigkeit gehalten , habe er allerdings mit einſetzen helfen und ihm ſein Tagewerk angewieſen .",Cross-Era,3
feldzug,5625584,"Caͤſar Baronius ſchreibt tom. XII , Annal . eccel . beim Jahr 1198 , daß der Papſt Caͤleſtinus der IIIte auf Erſuchen des Kaiſers Heinrichs dieſe heiligen Feldzuͤger mit dem weiſſen Kleide ( veſte alba ) oder Mantel und dem ſchwarzen Kreuz beſchenket habe .",5838872,"Nun erſt zeigte ſich ganz , was der Rheinbund für Frankreichs militäriſche Macht bedeutete ; nur der Beiſtand des deutſchen Südens ſicherte dem Imperator den Sieg in dieſem Feldzuge .",Cross-Era,4
salzwasser,1457457,"Daß der Weg aus dem Zellgewebe unter der Haut in die Blutadern offen ſtehe , iſt durch beſondre Verſuche bekannt geworden , die man vornaͤmlich in Abſicht auf das Verſchlukken des Fettes angeſtellt hat . Es kehren aber auch andre Saͤfte , die ſich in dieſe Raͤume ergoſſen , wieder ins Gebluͤte zuruͤk , dergleichen die verſperrte Luft , das Waſſer in Waſſerſuͤchtigen , die kuͤnſtlich unter die Haut gebrachte Feuchtigkeiten , und endlich das Blut ſelbſt iſt , welches an gequetſchten Stellen , die damit unterlaufen ſind , in den Fettzellen ſtokket , und ſich wieder in die andere Blutmaſſe hineinſchleicht , nachdem es ſich erſt in ein duͤnnes gelbes Salzwaſſer aufgeloͤſet hat .",4178269,"Sie machen zu Rochelle und andern Orten gewiſſe Saltz-Teiche , welche etwas tieffer liegen als das Meer , und einen lettichten Grund haben , welcher das Saltz-Waſſer beſſer haͤlt , als das ſandigte Land .",Early-Early,4
